Age,Total Work Experience,Number of years in city,Cost to Request Ratio,Cibil score,Overdrafts past12months,Total bounces past12months
44.92,2,5,0.848678244,845,0,0
45.42,3,3,0.850103368,823,0,0
33.25,3,3,0.736333467,820,0,0
44.17,1,3,0.995858401,748,0,0
21,3,4,0.789473684,779,0,0
38.08,3,3,1.200468507,782,0,1
55.33,2,5,0.846580392,772,0,0
41.83,4,3,0.489839637,794,0,2
46.5,3,3,0.834137485,756,2,9
31.75,2,3,0.999459837,621,0,0
23.33,1,3,1.199186607,760,0,2
39.92,3,4,1.199281123,724,0,0
44.75,3,3,0.849971095,622,0,0
65,2,6,1.199960032,759,1,4
37.83,2,4,0.750091714,766,0,6
40,1,6,0.800240072,782,0,0
54.25,1,4,0.595028958,762,5,10
41.67,1,6,0.948153093,812,0,2
60.5,1,6,0.64295726,771,0,0
40.08,2,4,1.198355901,798,0,0
49.08,1,4,1.199643845,662,0,1
41.42,1,6,1.199599473,813,0,6
36.17,3,5,0.744573918,804,1,7
22.58,3,4,0.60763842,806,0,0
47.58,1,5,1.199015452,849,0,0
34.75,1,5,0.749574106,621,0,0
41,1,5,1.199913687,800,1,2
33.67,3,3,0.805944648,818,0,1
44.42,1,5,0.652779011,699,0,1
44.42,1,5,0.595238095,545,0,0
24.25,3,5,0.447672945,765,0,0
33.75,1,3,0.777041028,812,0,0
29.67,3,6,0.96336462,769,0,0
46,1,3,0.988178162,819,0,0
29.33,2,4,0.883880234,732,0,0
45.67,2,4,1.185086867,833,0,1
49.5,2,4,1.109333452,783,0,0
28,2,5,0.744903618,769,0,2
51.42,1,5,0.317668218,769,0,0
40.67,1,4,0.763658024,787,0,1
27.75,3,3,0.714285714,729,0,0
29.42,2,4,0.839451536,669,0,1
76.75,1,5,0.999853043,830,0,0
37.75,1,6,0.79912155,751,2,8
38.42,2,4,0.966997481,801,0,0
45.75,1,5,1.194273459,829,0,1
51.25,2,6,1.191286336,615,0,0
40.25,3,3,0.683358127,799,1,5
54.67,3,4,0.99981993,870,0,0
34.58,3,3,0.818074964,800,0,0
40.92,1,4,0.804436814,784,3,5
30.58,2,5,0.92568879,803,0,0
43.67,2,4,0.852248818,713,0,0
42.58,3,4,0.947283389,736,0,0
27.67,2,3,0.81983341,604,0,0
45,2,6,0.730263664,765,0,0
46.33,3,5,0.897001608,771,0,0
56.83,1,5,0.848441816,826,0,2
41.08,1,5,0.799804283,582,0,0
49.33,2,4,0.79367284,779,0,1
42.42,2,4,1.086043957,733,2,7
32.5,3,6,0.442398271,839,6,8
52.42,2,6,1.199652169,820,0,0
34.08,3,3,0.942844751,542,0,0
35.67,3,4,0.898468535,787,0,0
32.67,3,3,0.945588616,677,0,3
31,3,4,0.802711381,721,2,12
52.58,2,6,0.814285714,795,1,3
46.42,1,5,1.2,804,0,1
38.3,1,3,1.199899974,784,0,1
30.5,2,6,0.818388488,769,2,12
29.12,3,3,0.89999029,789,0,0
36.17,2,3,0.770788817,704,0,2
37.2,2,5,0.414533414,753,1,7
39.17,3,3,0.599322505,763,0,1
46.67,1,4,0.903634348,835,0,1
24.83,3,4,0.653864926,783,0,0
34.75,3,5,0.806781208,771,0,0
36.8,2,3,0.842959462,800,0,0
43.08,2,5,0.998578457,773,0,0
34,2,6,0.767333095,757,0,1
38.25,2,4,0.715702513,806,0,0
30.58,3,4,0.534081774,771,0,1
40.83,2,6,1.19791717,786,1,1
22.9,3,4,1.199341877,808,0,3
39.33,3,6,0.899993571,597,0,0
32.67,2,6,0.897213399,783,0,1
32.08,2,5,0.847963051,770,0,0
42.33,3,6,1.199998097,809,0,0
51.83,1,6,0.896962559,772,0,0
38.92,1,6,1.058918209,507,0,2
50.3,1,3,1.19999629,510,0,0
28.5,1,6,0.749498149,804,0,0
44.75,1,5,0.693877551,770,1,1
63.1,1,6,1.199651353,736,0,0
47.92,2,5,0.69320383,804,0,0
34.1,3,2,1,796,0,2
25.92,3,3,0.780745612,759,1,0
44.33,1,4,0.792405585,758,0,0
30.67,2,4,1.197978624,726,0,0
49.83,2,5,0.818625364,817,0,0
28.25,3,3,0.899505491,769,0,0
31,3,4,0.624627826,779,0,0
27.4,3,6,0.740354111,732,0,0
33.75,1,4,0.895401388,865,0,0
45.58,3,5,0.795939059,720,0,0
36.25,1,3,0.620709347,768,0,0
46.83,2,4,0.889561002,556,0,0
40.83,2,5,0.490196078,817,0,0
49.7,1,6,0.462085856,786,0,0
57.92,1,4,0.867531422,808,0,0
42.5,2,4,0.805555556,804,0,0
35.67,1,3,0.790601331,836,0,0
32.08,2,2,0.845057894,739,0,0
40.25,2,6,0.795564482,592,0,0
34.75,3,4,0.718001567,800,0,0
45.2,1,5,0.671493747,796,0,0
37.2,2,3,0.793181809,730,0,0
42.83,1,5,0.600164281,842,0,0
35.75,1,6,0.644022133,673,0,0
35.11,2,6,0.69088447,573,0,0
35.12,3,6,0.799503859,525,0,0
44.8,1,6,0.593060012,748,0,0
43.5,3,2,0.777117989,747,0,0
60.83,2,5,0.748235294,605,0,0
42.58,3,6,0.795692777,725,0,0
48.2,3,4,1.173663002,813,0,0
29,1,3,0.449952223,736,0,0
27.3,3,6,0.1,816,0,0
55.58,3,6,1,756,0,0
21.2,3,2,0.397058824,724,0,0
28.75,2,6,0.887648548,791,0,0
29.75,2,3,0.89776562,675,0,0
49.33,1,3,0.821428571,731,0,0
29.42,3,3,0.795596905,791,0,0
38.9,1,4,0.84537004,843,0,0
25.2,3,6,0.625,512,0,0
28.83,3,5,0.833333333,661,0,0
52.1,1,5,0.90003759,804,0,0
34.83,1,2,0.778976363,749,0,0
43.17,1,3,1.200018095,754,0,0
54.75,1,6,0.805451067,785,0,0
29.67,2,6,0.918730546,810,0,0
32,3,6,0.89526341,730,0,0
33.25,3,2,0.799806317,795,0,0
38.3,1,5,1.330671989,801,0,0
35.12,3,6,0.799503859,525,0,0
45.33,3,6,0.890148548,793,2,3
31.12,2,3,0.839464925,733,0,0
32.33,2,3,0.815032157,848,5,10
24.75,3,4,0.447157023,787,0,0
28.83,2,3,1.199071011,819,0,1
27.5,2,6,0.517030029,766,0,0
36.08,1,5,0.461696504,817,0,1
46.58,1,3,0.867607024,745,0,1
40.5,1,6,0.999628138,802,0,4
25.5,3,6,0.766649062,752,0,0
58.17,2,4,0.902015613,824,0,0
30.9,1,5,0.5,685,2,7
41.08,3,3,1,684,5,7
33.1,1,4,0.459603179,763,2,3
44.12,1,3,1,769,3,6
41.3,2,4,0.769230769,786,0,0
32.92,1,5,1.059335069,774,0,0
30,2,2,0.89052821,717,7,11
39.58,1,5,1.194372119,802,0,1
30.92,1,5,0.826380396,733,0,0
27.42,3,4,0.678745317,794,0,0
42.3,2,4,0.784397395,769,1,1
38.08,2,2,0.844100386,673,0,0
37.67,2,3,1.198067062,781,0,1
30.2,3,5,0.5,720,0,0
71.83,5,6,0.798834186,691,0,0
26.67,2,6,0.772866213,743,0,0
50.5,1,4,0.826086957,728,0,0
52.83,1,5,0.842105263,801,1,1
37.5,1,5,0.854607661,777,0,3
28.1,3,2,0.476163267,795,0,0
45.25,2,6,0.896002518,760,0,0
55.08,3,5,0.999123674,746,1,3
39.75,1,6,0.899261985,626,0,0
30.6,2,5,1.08834653,711,1,2
36.5,2,6,0.813172185,614,0,0
35.2,4,3,0.623252944,500,0,0
34.92,2,5,0.9,703,1,9
32.1,3,4,0.615384615,617,0,0
27.7,3,5,0.72,591,0,0
37.42,2,4,0.891406629,674,4,8
49.12,2,4,0.848075716,797,2,12
31.11,1,6,1.199390551,717,1,2
28.4,1,5,1.199689869,791,0,0
43.1,1,3,0.8670207,770,4,12
44.92,1,6,0.894912189,749,0,2
51.17,1,6,0.999091877,777,0,1
32.08,3,3,0.90352465,811,0,0
49.33,1,3,1.198045394,718,0,1
31.42,2,4,0.892278443,795,0,1
25.1,2,4,0.897515714,772,0,0
42.67,2,6,0.894762952,843,0,0
47.2,3,5,0.777777778,741,0,0
33.58,1,3,0.599627431,793,0,1
33.5,3,3,0.609065328,571,0,1
37.17,3,3,0.041678244,772,0,0
35.4,1,3,1.199914495,801,3,7
31.83,1,3,0.894168742,739,0,1
41.83,1,4,0.898876404,754,0,4
26.42,3,6,0.81756408,726,1,3
39,1,2,0.896951713,835,0,0
45.7,1,5,1,697,0,0
37,2,6,1.199999721,779,0,0
45.7,1,4,0.892857143,722,0,0
35.83,2,3,0.900176573,812,0,1
35.58,1,2,0.813346198,714,1,2
28.2,1,6,0.480950248,769,0,2
43.3,3,6,0.800054184,723,0,0
33.75,3,6,0.726197954,804,0,4
40.42,2,4,0.899089844,744,0,0
29.33,3,3,0.900176573,792,0,0
51.12,2,5,1.199823282,811,0,0
55.25,2,4,1.199839371,820,0,0
39.17,1,3,1.19994716,542,0,0
36.08,1,5,0.898414478,748,0,0
25.6,3,6,0.899456999,809,0,10
30.08,1,6,1.199809267,750,0,1
32.08,3,2,1.199846721,786,0,0
58.5,1,6,1.199884475,749,1,1
28.42,2,3,0.473581677,771,0,0
40.33,3,3,0.625,793,0,0
46.5,1,5,0.898501428,688,0,0
40.25,2,4,1.206330824,767,0,1
28.08,2,6,0.425739318,761,0,0
22.6,3,6,0.798912083,726,0,0
29.5,3,4,0.600000263,719,0,0
34.6,3,3,0.753754846,720,0,0
50.7,3,3,0.518346351,721,0,0
34.7,2,6,0.995372702,784,0,0
34.5,1,3,0.753754846,755,0,0
47.83,1,4,0.777818882,766,0,3
27.11,3,6,0.870225454,761,0,0
36.8,1,3,1,467,0,0
50.5,1,3,0.749609432,782,1,0
43.92,1,4,0.902459201,541,0,0
32.58,2,4,0.857142857,784,0,0
37.7,2,2,0.703726855,776,0,0
30.8,3,3,0.759166645,767,0,2
32.83,3,4,0.428571429,769,0,0
31.4,2,6,0.783657093,757,2,2
32.08,3,4,0.759795281,798,0,1
45.75,1,3,0.897233082,772,0,0
37.67,4,4,0.84963104,781,0,0
38.1,3,3,0.900760242,805,0,0
23.7,3,4,0.751275995,557,0,0
45.67,1,6,1.196839985,758,1,2
31.33,2,3,0.849424779,758,0,1
34.67,3,5,0.809886505,783,0,1
51.9,1,6,0.683530737,855,0,0
31.9,3,6,0.849473327,822,0,5
31.1,3,4,0.812416321,818,0,4
38.1,1,3,0.876106815,860,0,0
32.4,1,6,0.790298587,747,2,5
26.9,3,6,0.845629411,798,0,0
36.1,3,4,0.7,783,0,0
38.08,2,6,0.847217369,760,0,0
33.67,2,4,0.896426112,774,0,0
27.2,3,4,0.898588459,715,0,0
31.1,2,4,0.616720527,789,0,0
37.75,3,6,0.649190459,737,0,0
32.58,2,3,0.87410465,816,0,0
40.4,2,3,0.917431193,822,0,0
35,2,4,0.897501152,803,0,0
25.7,3,4,0.648312227,725,0,0
30.2,3,6,0.899993849,810,0,0
28.8,3,6,0.855223491,757,0,0
30.1,1,3,0.941023432,815,0,0
37.92,2,6,0.898216865,750,3,7
47.17,1,5,1.196237518,814,0,0
47.92,1,4,0.89776562,831,0,0
33.4,1,6,0.849819838,793,1,2
48.58,1,4,1.199432995,741,0,1
30.1,2,4,0.825824448,755,0,0
27.12,3,3,0.911606113,821,0,0
31.25,3,6,0.893155806,532,0,0
37.3,2,3,0.711946462,707,0,1
36.9,3,3,0.745072939,804,1,6
38.58,3,3,0.892857143,527,1,2
47.4,1,6,0.757492548,820,0,0
30.5,2,5,1.19875981,772,2,8
39.2,1,6,0.783114694,776,1,6
26.4,3,4,0.851676312,770,0,0
26.92,2,6,0.847963051,511,0,0
44.9,3,5,0.693877551,770,0,0
44.8,1,6,0.593060012,751,0,0
27,2,4,0.749629292,750,0,0
35,1,3,0.933633296,699,1,7
46,1,5,0.898876404,671,0,0
41,3,3,0.798403194,722,0,0
65,3,6,1.048584411,712,0,0
51.42,3,6,0.314942775,759,1,2
22.12,3,5,0.853892576,759,0,1
36.08,3,3,0.584828382,762,0,0
34.11,1,5,0.950349729,682,0,2
32.58,3,4,0.898480589,783,1,7
37.3,2,3,0.687610125,761,0,0
21.1,3,5,0.678238317,730,2,11
28,3,4,0.519996464,763,0,0
28.5,3,4,0.78587837,807,0,0
37.5,2,6,0.852556913,671,0,0
27.9,2,6,0.746653127,759,0,2
40.9,2,6,0.594325381,808,0,0
39.11,3,3,0.979764795,813,0,0
28.1,2,5,0.860145173,740,0,0
28.25,3,4,0.780559693,763,1,1
52.25,2,5,0.99730727,824,0,0
61.33,2,6,0.699695705,820,1,1
23.92,3,6,0.875,779,0,0
29.83,1,4,0.999974075,833,0,0
45.83,2,5,0.620768276,619,0,0
35.42,1,5,0.54813142,621,0,0
31.42,3,5,0.801929121,700,0,0
34.08,2,4,0.834780008,827,0,0
38.67,1,4,0.646382566,822,0,0
37.12,2,6,1.076515595,782,0,0
38.6,3,3,1.199999224,789,0,2
35.08,2,6,1.2,808,1,1
42.2,1,3,1,555,0,0
37.17,1,5,0.409436697,747,0,0
35.2,2,5,0.697458925,839,0,0
29.42,4,3,0.898252235,822,1,10
28.3,3,6,0.796717524,769,0,0
46.75,2,4,1.199999662,793,0,2
45.1,1,4,0.933469593,781,1,0
40.25,2,2,0.737898465,760,0,6
34.5,3,4,0.798645497,768,0,0
33.7,3,4,0.700002346,724,0,0
35.42,2,3,0.88018945,804,1,2
38.7,2,5,0.766303098,739,1,1
29.17,2,3,0.633890312,732,1,7
34.3,2,4,0.813303476,774,0,0
48.25,2,5,0.333333333,808,0,0
45.42,2,3,0.97286024,779,0,0
23.2,3,4,0.791871527,770,0,0
39.58,1,5,0.620820235,752,0,0
27.9,2,5,0.830014746,682,0,0
26.25,1,4,0.681968215,749,2,8
33.83,3,4,0.765162459,765,0,0
21.17,1,5,0.44997564,762,0,1
31.3,2,3,0.896408986,722,0,1
31.92,3,4,0.599827075,811,0,1
26.25,3,3,0.764223635,735,1,6
30.33,3,2,0.83351277,744,6,9
25.4,3,6,1.199997936,741,0,1
24.08,2,6,0.817093881,695,1,2
34.33,1,5,1,610,1,2
34,1,6,0.89936854,821,0,2
22.1,3,4,0.736767653,789,1,1
35.1,1,6,0.888663707,616,0,0
31.6,3,5,0.08,731,0,0
31.5,1,5,0.907436899,748,0,0
28.12,2,5,0.848161433,813,0,1
33.08,2,5,0.747574122,763,0,0
30.1,2,3,0.689636148,798,0,1
34.5,3,4,0.8,789,0,0
34.6,2,5,0.848270507,789,0,0
23.92,3,3,0.835347449,732,0,0
59.11,1,3,0.98206986,819,1,1
26.9,3,3,0.769230769,725,0,0
27.7,3,5,0.857142857,724,0,0
35.6,3,6,0.073849135,765,0,0
32.5,3,3,0.849999234,835,0,0
42.12,2,4,0.739977417,767,0,3
45.12,1,4,0.952026889,803,0,0
52.7,1,4,0.432583954,781,1,3
49.92,2,5,0.788104042,832,0,1
35.7,2,4,0.558331705,812,0,0
22.75,2,6,0.357399561,765,0,0
30.5,2,4,0.708752383,802,1,7
39.7,3,3,0.52101786,746,1,4
33.8,1,6,0.456264743,812,0,0
35,3,6,0.850001173,717,2,12
30.8,3,6,0.833333333,764,0,0
34.12,3,6,0.75,725,0,0
27.1,3,5,0.8,626,0,0
25.1,3,6,0.4,763,0,0
34.12,2,3,0.75,742,0,0
40.12,3,6,0.976664236,765,0,1
40.1,1,4,0.662645455,633,0,1
23.67,2,5,1.139402551,789,0,3
27.92,3,3,0.404965806,800,1,2
28.58,3,4,0.957446809,730,0,0
40.5,1,4,0.785558296,769,0,0
34.58,3,4,0.800573851,724,0,0
47.12,3,4,0.753768844,724,0,0
51.1,3,5,0.8125,730,0,0
40,4,4,0.832704723,802,0,0
29.12,3,4,0.833333333,758,0,0
50.92,1,5,0.590180616,836,0,0
24.7,1,6,0.663286558,797,5,5
52.25,1,6,0.842051687,820,1,5
30,3,5,0.980573757,802,0,0
29.08,2,6,0.39402397,837,1,2
22.67,3,3,0.355507523,725,0,0
28.12,3,4,0.609389473,768,1,8
39.4,2,5,0.756767392,833,0,0
27.5,2,6,0.873015873,757,1,3
47.11,3,4,0.866666667,824,0,0
38.42,2,5,0.685047134,691,0,0
55.2,3,4,0.8,530,0,0
25.4,3,3,0.833333333,725,0,0
33.17,1,5,0.535660241,765,1,3
35.17,2,3,0.718557579,763,0,0
34.75,1,6,0.782308561,836,1,8
23.1,3,5,0.742951863,773,0,1
34.17,2,4,0.864244477,812,0,1
28.9,3,3,0.9375,787,0,0
35.67,2,5,0.79999958,756,1,4
31.7,1,6,0.955716859,813,0,0
30.42,1,5,1.199999112,630,0,0
30.6,2,5,0.598997518,641,0,0
35.9,2,6,0.702247191,840,0,0
46.17,2,4,1,820,0,0
25.1,3,6,0.444444444,726,0,0
26.67,2,6,0.799452535,750,0,0
45.83,3,3,1.243853292,808,0,0
63.11,3,5,0.873587865,828,0,0
36.67,1,6,0.441210859,771,0,0
32.6,3,6,0.71235432,748,0,0
31.67,2,5,1.2,792,0,0
28.8,3,5,0.642857143,689,0,0
27.8,2,3,0.806995395,736,0,0
31.42,2,3,0.899997518,761,1,2
28.17,1,6,0.82573383,753,1,6
22.33,3,4,0.785897849,771,0,0
32.25,1,5,1.19999934,772,0,4
34.5,1,3,1.404285014,765,1,3
43.9,3,4,0.834280396,760,1,1
30.6,1,6,0.979652615,787,0,0
63.8,3,6,0.980392157,767,0,0
33.92,2,6,1.199856734,849,0,0
36.58,1,6,1,817,0,0
35.42,1,4,0.799832273,771,0,1
31.4,2,3,0.763932328,792,1,7
31,2,5,0.901130123,755,1,1
23,2,6,0.977686872,743,0,0
51.3,1,6,0.748612151,747,0,0
22.1,1,6,0.889594854,682,0,0
50.25,1,5,0.717671157,505,0,0
57.17,1,5,1,794,0,0
24.75,3,6,0.094184307,726,0,0
49.11,3,3,1,630,0,0
29.5,1,4,1,756,0,0
28.9,1,5,1,743,0,0
30,3,3,0.530847551,693,0,0
51.17,1,6,0.949876094,821,0,0
27.6,3,6,0.818181818,779,0,0
30.1,2,4,0.899765153,630,0,0
37.25,3,3,0.679741879,729,0,0
30.12,2,3,0.768538865,620,0,0
35.8,1,5,0.870764601,765,0,0
24.75,3,6,0.70835175,774,0,0
37.1,3,4,0.5,726,0,0
37.17,1,6,0.755077899,742,0,0
29.58,3,5,0.899940551,725,0,0
25.17,3,4,0.823482425,720,0,0
30.42,2,3,0.332531346,801,0,0
36.33,2,6,0.776605535,740,0,0
49.4,3,4,0.357142857,726,0,0
39.75,1,5,0.476502472,817,0,0
30.17,1,4,0.673983885,844,0,0
28.33,2,5,1.20000271,811,0,0
27.5,3,3,0.720547122,726,0,0
23.3,3,2,0.428571429,791,0,0
32.11,3,3,0.714285714,725,0,0
41.1,3,4,0.857142857,778,0,0
26.5,3,4,0.768877592,694,0,0
23.83,2,5,0.743145228,747,0,0
69.17,2,4,0.415731271,828,0,0
24.42,3,4,0.898363054,720,0,0
36.5,1,5,0.421317663,545,0,0
37.83,1,6,0.73622064,767,0,0
47.12,1,5,0.744987723,813,0,0
24.58,2,4,1.362219655,697,0,0
54.5,1,5,1.4208733,824,0,0
34.17,1,4,1.091838345,781,0,0
29.75,1,4,1.199998304,819,0,0
31.75,3,6,1.199016317,812,0,0
25.3,3,3,0.852117797,725,0,0
48.67,1,5,0.649961741,614,0,0
53.4,3,6,1,730,0,0
39.12,3,6,0.579710145,686,0,0
37.42,1,3,0.268940107,748,0,0
40,1,5,0.671395207,825,0,0
55.1,1,6,0.853559857,824,0,0
45.42,1,4,1.22952312,803,0,0
27.6,3,6,0.777300343,729,0,0
47.83,1,6,0.527070332,750,0,0
28.83,3,2,0.397058824,781,0,0
66.2,3,6,0.72,746,0,0
20.12,3,5,0.901771801,728,0,0
24.8,3,4,0.862068966,725,0,0
29.5,2,5,0.9375,810,0,0
26.08,1,4,0.731146474,815,0,0
35,3,4,0.899996331,825,0,0
41,3,4,1.025710853,788,5,6
41,1,4,0.507614213,748,0,0
38,3,2,0.998324958,739,6,9
32,3,4,0.219619327,785,0,0
41,1,4,0.565504241,748,0,0
27,3,1,1.279707495,819,0,0
33,3,4,0.791366906,798,0,0
47.33,3,1,0.408719346,723,0,0
47.33,1,4,0.408719346,720,0,0
31.33,2,5,0.525070359,524,0,0
30.58,3,4,0.919458474,802,0,0
54,3,4,0.89371522,826,0,0
69,3,3,0.622189905,747,1,10
58.58,3,4,1,784,1,2
39.5,1,4,1.004614375,811,0,1
56.17,1,3,1,813,1,4
52.25,4,5,0.904700495,788,1,1
49.7,3,6,1,806,8,12
42.83,1,6,0.608698584,803,0,2
29.7,3,5,1,570,1,8
44.08,1,6,0.956710477,766,1,2
30.83,3,4,0.885298512,754,0,0
36.75,3,4,0.616515209,726,0,0
42.42,1,6,0.707188572,823,1,2
44.17,3,5,0.797861007,748,2,8
49.2,3,4,1,659,1,2
49.33,3,4,0.565456543,752,0,1
46.25,4,6,0.825159981,794,0,2
40.17,3,5,1,811,0,0
43.67,3,6,1,788,0,1
33.92,3,6,0.586767049,784,0,0
54.1,1,6,0.747852557,782,0,0
56.08,1,6,0.703090787,820,1,3
43.75,1,6,0.848351811,786,1,7
52.6,1,6,1,796,0,2
37.1,2,4,0.796297218,781,0,0
34.25,3,3,0.353061965,728,5,10
35.25,2,6,0.597605842,781,0,0
44.6,3,6,0.636363636,773,0,3
54.2,1,5,0.648230137,842,0,3
38.6,1,5,0.889128864,779,1,1
32.5,3,5,0.848001154,721,0,0
53,1,5,0.79805962,700,1,2
34.9,1,6,0.700714499,813,0,0
46.83,1,6,0.694584482,753,0,0
53.12,1,6,0.748624403,749,0,0
30.1,1,6,1,821,1,1
24.2,3,5,0.457878079,773,0,0
25.67,3,5,0.561190847,772,0,0
43.67,1,6,1.19995267,828,0,1
48.08,1,5,0.650908757,750,0,1
48.6,1,6,0.897471916,815,0,1
34.3,2,6,0.399388347,770,0,1
49.7,1,6,0.42494805,783,0,0
31.58,1,6,0.416193494,752,0,0
54.25,1,6,0.898031262,795,0,0
26.83,2,3,0.848696071,743,0,0
45.92,2,4,0.763247393,735,0,0
45.2,1,6,0.796987266,791,0,0
34.83,1,6,0.495935512,770,0,0
80.5,2,4,0.897453131,750,0,0
43.42,2,6,0.899755726,714,0,0
36.25,1,6,0.617611819,818,0,0
45.33,1,6,1,681,0,0
40.2,3,6,1,811,0,0
24.17,1,2,0.649614524,773,0,0
28.5,1,5,0.362831976,801,1,5
46,1,4,0.608272506,775,0,0
30,1,4,0.918273646,775,0,0
55.25,1,5,0.651465798,771,0,0
29,3,1,0.847487362,593,0,0
59.08,1,5,0.918120445,841,1,3
50.5,3,2,0.689171327,794,0,0
26.42,3,3,0.723985395,617,0,0
24.25,3,6,0.820628634,844,1,6
38.75,3,3,0.326324961,811,1,1
46.5,1,6,1,842,0,0
44.75,2,3,0.649536231,804,1,0
34.17,3,5,0.892721987,685,0,0
29.17,3,6,0.588571621,764,0,2
24.75,2,4,1,787,0,4
47.7,2,6,0.912751429,766,0,0
36.3,1,5,0.592525879,762,1,1
43.1,2,3,1,773,1,1
28.3,3,5,0.565714286,760,1,4
35.33,2,6,1,789,0,1
33.92,1,6,0.749728477,769,0,0
56.75,2,6,0.62992126,827,1,3
38.58,2,3,0.799856682,750,1,10
24.4,3,5,0.684150123,775,1,4
27.17,1,5,0.794899172,770,0,0
35.58,3,5,0.798089876,720,0,0
28,3,2,0.771372812,762,0,0
37,1,6,0.657567395,758,1,3
59.6,2,6,0.5,757,0,0
59.6,3,6,1,757,0,0
32.8,3,4,0.850409738,777,0,0
25.1,3,4,0.636363636,747,0,0
52.5,1,6,0.835641295,731,0,4
45.83,1,5,0.665821074,652,0,1
49.75,1,6,0.82091322,817,6,11
20.5,1,5,0.610898739,766,1,1
28.17,2,5,0.746296504,750,1,5
33.6,1,4,0.42322045,806,0,0
37.75,3,4,0.407739715,810,0,0
29.58,2,3,1.358730159,762,1,3
54.17,1,6,1,798,0,2
34.12,3,5,0.692307692,622,0,0
46,1,4,0.704467734,771,10,11
51.33,1,5,1.181664351,749,0,0
52.08,1,5,0.359784705,825,0,3
37.75,1,6,0.850677017,761,1,2
35.5,1,5,0.578274014,776,0,0
56.9,1,6,0.773447047,686,0,0
36.25,2,3,0.705582854,741,1,2
30.92,1,6,0.669565217,775,0,0
60.33,3,6,0.569366921,719,0,0
45.6,3,5,0.804588659,763,1,1
26.2,2,6,0.865866462,771,0,2
58.11,1,3,0.685657866,770,0,2
50.11,3,4,0.464636515,746,0,0
49.67,1,3,0.414945254,749,0,0
52.5,1,5,0.570939195,840,0,0
27.58,1,6,0.868492818,751,0,0
45.17,1,4,0.622814958,775,0,0
56.8,3,6,0.612259892,798,0,0
56.8,1,3,0.849000384,798,0,0
29,3,6,0.59151997,769,0,1
27.17,1,6,0.784636811,720,1,8
37.6,3,4,0.75,788,0,0
39.25,1,6,0.663436678,758,1,10
25.1,3,6,0.714285714,839,0,0
40.08,2,4,0.261554155,778,0,0
35,3,5,0.935275473,812,0,0
34.3,2,6,0.445586731,752,0,0
40.25,2,2,0.529162125,538,0,0
62.25,5,6,0.067653964,805,0,0
46.11,1,3,0.773156023,774,0,0
23.58,2,5,0.514075384,779,0,0
53,1,6,0.604389073,834,0,0
29.7,3,4,0.666666667,541,0,0
41.75,3,4,0.669838725,776,0,0
35.9,3,6,0.697805541,813,0,0
52.1,2,4,0.569199312,790,0,0
37,3,3,0.345401327,784,0,0
34.3,3,5,4.234136455,721,0,0
43.08,2,4,0.536751366,796,0,0
27.1,3,6,0.944444444,763,0,0
46.58,5,3,0.830854617,776,0,0
20.8,2,5,0.463946702,744,0,0
25.5,3,4,0.850372274,719,0,0
30.58,2,3,0.784488056,763,0,0
27.92,3,6,0.610198119,722,0,0
49.17,3,5,0.468585995,735,0,0
63.17,5,6,0.74080659,780,0,0
31.83,1,6,0.798808178,781,0,0
33.83,1,3,0.261285987,726,0,0
66.1,3,4,0.294117647,720,0,0
48.5,1,4,0.425656119,766,0,0
36.3,3,6,0.777777778,725,0,0
27,3,5,0.8,754,0,0
41,2,4,0.67264574,709,0,1
40,3,6,0.752642706,809,0,0
40,3,5,0.849321663,787,0,0
32,3,3,0.744680851,851,0,0
34,3,4,0.72668363,734,0,0
23,2,4,1.031562741,739,0,0
34,2,5,1.144429161,817,0,0
44,2,4,1,827,0,0
41,2,5,0.699708455,783,0,0
38,2,6,1.081794195,732,0,1
33,3,3,0.883657817,746,0,0
51.58,1,4,1,734,0,0
38,1,4,0.862579281,781,0,0
31,2,6,0.337837838,625,0,0
58,1,6,0.635335074,795,1,1
40,2,4,1.4,795,0,0
49,1,6,1.4,819,0,0
33,3,3,1.268498943,781,0,0
56,1,4,1.162790698,737,0,0
30,3,3,0.454545455,802,0,0
54,1,5,1,849,0,0
55,3,6,0.660611065,821,0,0
45,1,4,0.943652174,789,0,0
60,3,5,1.396471681,826,0,1
33,2,3,0.477099237,812,0,0
31.42,2,3,0.891012242,802,1,2
40.75,1,4,0.977375566,817,0,0
35.92,1,5,1.218613419,790,0,0
33.58,2,4,1.065042122,812,0,0
42.75,2,6,0.897056995,688,0,0
33.75,2,5,1.091543156,813,1,3
44,1,5,1.4,630,0,0
44.5,4,4,0.7,745,0,0
45.58,3,3,0.353475846,815,0,0
30.17,1,6,0.576526304,787,0,7
47.75,1,6,1.011901235,774,0,1
63.5,1,5,0.949370623,828,0,0
69.75,2,5,1.072647489,791,0,0
33.92,1,3,0.571639266,779,0,1
41,1,5,0.754253993,789,0,0
28.92,2,6,0.712264215,777,0,0
45.42,1,3,0.688745207,818,0,0
57.08,2,5,0.654100529,820,0,7
63.5,1,5,0.472653803,817,0,0
49,4,3,0.78359589,724,0,0
30.17,3,3,0.731992283,747,0,0
33.92,2,6,0.670048176,809,0,0
46.58,1,4,0.791114765,780,0,0
37.33,2,4,0.812515068,816,0,0
37.33,2,6,0.831547986,804,0,0
28.33,2,4,1.077757648,721,2,3
48.08,2,5,0.55045485,594,5,7
