country,year,sex,age,population,suicides_no
Belize,1991,female,35-54 years,11400,0
Belize,1991,female,5-14 years,26500,0
Belize,1991,female,55-74 years,6300,0
Belize,1991,female,75+ years,1800,0
Belize,1991,male,15-24 years,20800,0
Belize,1991,male,25-34 years,14200,0
Belize,1991,male,35-54 years,11700,1
Belize,1991,male,5-14 years,27200,0
Belize,1991,male,55-74 years,6500,1
Belize,1991,male,75+ years,1500,0
Belize,1993,female,15-24 years,21900,0
Belize,1993,female,25-34 years,15000,0
Belize,1993,female,35-54 years,12200,0
Belize,1993,female,5-14 years,27100,0
Belize,1993,female,55-74 years,6600,0
Belize,1993,female,75+ years,1800,0
Belize,1993,male,15-24 years,22100,0
Belize,1993,male,25-34 years,15400,1
Belize,1993,male,35-54 years,12700,0
Belize,1993,male,5-14 years,27800,0
Belize,1993,male,55-74 years,6600,0
Belize,1993,male,75+ years,1600,0
Belize,1994,female,15-24 years,19476,0
Belize,1994,female,25-34 years,15024,0
Belize,1994,female,35-54 years,14336,0
Belize,1994,female,5-14 years,27520,0
Belize,1994,female,55-74 years,6622,0
Belize,1994,female,75+ years,1912,1
Belize,1994,male,15-24 years,19565,0
Belize,1994,male,25-34 years,15207,2
Belize,1994,male,35-54 years,14798,3
Belize,1994,male,5-14 years,28130,0
Belize,1994,male,55-74 years,6725,1
Belize,1994,male,75+ years,1559,1
Belize,1995,female,15-24 years,23300,1
Belize,1995,female,25-34 years,16200,0
Belize,1995,female,35-54 years,13500,0
Belize,1995,female,5-14 years,27700,0
Belize,1995,female,55-74 years,6800,0
Belize,1995,female,75+ years,1900,0
Belize,1995,male,15-24 years,23500,4
Belize,1995,male,25-34 years,16500,4
Belize,1995,male,35-54 years,14000,3
Belize,1995,male,5-14 years,28600,0
Belize,1995,male,55-74 years,6900,1
Belize,1995,male,75+ years,1600,1
Belize,1996,female,15-24 years,21162,0
Belize,1996,female,25-34 years,15534,0
Belize,1996,female,35-54 years,15980,0
Belize,1996,female,5-14 years,28406,0
Belize,1996,female,55-74 years,6877,0
Belize,1996,female,75+ years,1943,0
Belize,1996,male,15-24 years,21349,3
Belize,1996,male,25-34 years,15597,1
Belize,1996,male,35-54 years,16479,2
Belize,1996,male,5-14 years,29036,0
Belize,1996,male,55-74 years,6971,2
Belize,1996,male,75+ years,1592,0
Belize,1997,female,15-24 years,22352,0
Belize,1997,female,25-34 years,16191,0
Belize,1997,female,35-54 years,16844,0
Belize,1997,female,5-14 years,28944,0
Belize,1997,female,55-74 years,6984,0
Belize,1997,female,75+ years,1927,0
Belize,1997,male,15-24 years,22608,0
Belize,1997,male,25-34 years,16263,0
Belize,1997,male,35-54 years,17332,1
Belize,1997,male,5-14 years,29561,0
Belize,1997,male,55-74 years,7048,0
Belize,1997,male,75+ years,1596,0
Belize,1998,female,15-24 years,23436,0
Belize,1998,female,25-34 years,17071,0
Belize,1998,female,35-54 years,17756,1
Belize,1998,female,5-14 years,29659,0
Belize,1998,female,55-74 years,7114,0
Belize,1998,female,75+ years,1908,0
Belize,1998,male,15-24 years,23745,2
Belize,1998,male,25-34 years,17191,4
Belize,1998,male,35-54 years,18222,3
Belize,1998,male,5-14 years,30264,0
Belize,1998,male,55-74 years,7143,2
Belize,1998,male,75+ years,1599,0
Belize,1999,female,15-24 years,24324,0
Belize,1999,female,25-34 years,18117,0
Belize,1999,female,35-54 years,18620,0
Belize,1999,female,5-14 years,30523,0
Belize,1999,female,55-74 years,7250,0
Belize,1999,female,75+ years,1881,0
Belize,1999,male,15-24 years,24667,8
Belize,1999,male,25-34 years,18320,4
Belize,1999,male,35-54 years,19046,5
Belize,1999,male,5-14 years,31113,1
Belize,1999,male,55-74 years,7244,0
Belize,1999,male,75+ years,1594,0
Belize,2000,female,15-24 years,25007,2
Belize,2000,female,25-34 years,19240,0
Belize,2000,female,35-54 years,19422,2
Belize,2000,female,5-14 years,31492,0
Belize,2000,female,55-74 years,7396,0
Belize,2000,female,75+ years,1850,0
Belize,2000,male,15-24 years,25358,3
Belize,2000,male,25-34 years,19529,4
Belize,2000,male,35-54 years,19811,4
Belize,2000,male,5-14 years,32066,0
Belize,2000,male,55-74 years,7345,2
Belize,2000,male,75+ years,1593,1
Belize,2001,female,15-24 years,25712,1
Belize,2001,female,25-34 years,20224,1
Belize,2001,female,35-54 years,20365,0
Belize,2001,female,5-14 years,32384,0
Belize,2001,female,55-74 years,7453,0
Belize,2001,female,75+ years,1863,0
Belize,2001,male,15-24 years,26072,5
Belize,2001,male,25-34 years,20518,7
Belize,2001,male,35-54 years,20736,3
Belize,2001,male,5-14 years,32991,0
Belize,2001,male,55-74 years,7334,1
Belize,2001,male,75+ years,1627,1
Belize,2002,female,15-24 years,26384,2
Belize,2002,female,25-34 years,21060,0
Belize,2002,female,35-54 years,21387,2
Belize,2002,female,5-14 years,33244,1
Belize,2002,female,55-74 years,7500,0
Belize,2002,female,75+ years,1868,0
Belize,2002,male,15-24 years,26756,1
Belize,2002,male,25-34 years,21346,1
Belize,2002,male,35-54 years,21743,6
Belize,2002,male,5-14 years,33881,0
Belize,2002,male,55-74 years,7320,1
Belize,2002,male,75+ years,1647,0
Belize,2003,female,15-24 years,27064,2
Belize,2003,female,25-34 years,21751,1
Belize,2003,female,35-54 years,22539,1
Belize,2003,female,5-14 years,34082,0
Belize,2003,female,55-74 years,7550,0
Belize,2003,female,75+ years,1860,0
Belize,2003,male,15-24 years,27456,1
Belize,2003,male,25-34 years,22006,3
Belize,2003,male,35-54 years,22882,2
Belize,2003,male,5-14 years,34739,1
Belize,2003,male,55-74 years,7309,1
Belize,2003,male,75+ years,1652,0
Belize,2004,female,15-24 years,27773,0
Belize,2004,female,25-34 years,22347,0
Belize,2004,female,35-54 years,23865,0
Belize,2004,female,5-14 years,34909,0
Belize,2004,female,55-74 years,7609,1
Belize,2004,female,75+ years,1841,0
Belize,2004,male,15-24 years,28175,7
Belize,2004,male,25-34 years,22560,4
Belize,2004,male,35-54 years,24197,5
Belize,2004,male,5-14 years,35566,0
Belize,2004,male,55-74 years,7316,3
Belize,2004,male,75+ years,1633,0
Belize,2005,female,15-24 years,28506,1
Belize,2005,female,25-34 years,22905,0
Belize,2005,female,35-54 years,25383,0
Belize,2005,female,5-14 years,35738,0
Belize,2005,female,55-74 years,7700,0
Belize,2005,female,75+ years,1808,0
Belize,2005,male,15-24 years,28904,3
Belize,2005,male,25-34 years,23067,5
Belize,2005,male,35-54 years,25696,2
Belize,2005,male,5-14 years,36381,1
Belize,2005,male,55-74 years,7350,0
Belize,2005,male,75+ years,1582,0
Belize,2006,female,15-24 years,29322,1
Belize,2006,female,25-34 years,23214,0
Belize,2006,female,35-54 years,27049,0
Belize,2006,female,5-14 years,36453,1
Belize,2006,female,55-74 years,8095,0
Belize,2006,female,75+ years,1920,0
Belize,2006,male,15-24 years,29465,3
Belize,2006,male,25-34 years,23131,1
Belize,2006,male,35-54 years,27451,4
Belize,2006,male,5-14 years,37049,1
Belize,2006,male,55-74 years,7990,0
Belize,2006,male,75+ years,1687,0
Belize,2007,female,15-24 years,30151,1
Belize,2007,female,25-34 years,23636,0
Belize,2007,female,35-54 years,28664,1
Belize,2007,female,5-14 years,37069,0
Belize,2007,female,55-74 years,8579,0
Belize,2007,female,75+ years,2027,0
Belize,2007,male,15-24 years,30074,2
Belize,2007,male,25-34 years,23259,0
Belize,2007,male,35-54 years,29071,2
Belize,2007,male,5-14 years,37602,1
Belize,2007,male,55-74 years,8733,0
Belize,2007,male,75+ years,1802,1
Belize,2008,female,15-24 years,31003,0
Belize,2008,female,25-34 years,24149,1
Belize,2008,female,35-54 years,30201,0
Belize,2008,female,5-14 years,37579,0
Belize,2008,female,55-74 years,9143,0
Belize,2008,female,75+ years,2139,0
Belize,2008,male,15-24 years,30760,2
Belize,2008,male,25-34 years,23453,1
Belize,2008,male,35-54 years,30511,6
Belize,2008,male,5-14 years,38038,0
Belize,2008,male,55-74 years,9580,0
Belize,2008,male,75+ years,1931,1
Belize,2009,female,15-24 years,31873,3
Belize,2009,female,25-34 years,24742,1
Belize,2009,female,35-54 years,31606,0
Belize,2009,female,5-14 years,37982,0
Belize,2009,female,55-74 years,9786,0
Belize,2009,female,75+ years,2251,0
Belize,2009,male,15-24 years,31526,5
Belize,2009,male,25-34 years,23713,3
Belize,2009,male,35-54 years,31734,2
Belize,2009,male,5-14 years,38375,0
Belize,2009,male,55-74 years,10523,1
Belize,2009,male,75+ years,2078,0
Belize,2010,female,15-24 years,32738,0
Belize,2010,female,25-34 years,25416,0
Belize,2010,female,35-54 years,32852,2
Belize,2010,female,5-14 years,38304,0
Belize,2010,female,55-74 years,10522,0
Belize,2010,female,75+ years,2363,0
Belize,2010,male,15-24 years,32338,2
Belize,2010,male,25-34 years,24053,4
Belize,2010,male,35-54 years,32734,5
Belize,2010,male,5-14 years,38669,0
Belize,2010,male,55-74 years,11553,2
Belize,2010,male,75+ years,2254,0
Belize,2011,female,15-24 years,33746,4
Belize,2011,female,25-34 years,26338,0
Belize,2011,female,35-54 years,34151,1
Belize,2011,female,5-14 years,38613,0
Belize,2011,female,55-74 years,11025,0
Belize,2011,female,75+ years,2410,0
Belize,2011,male,15-24 years,33414,9
Belize,2011,male,25-34 years,24923,9
Belize,2011,male,35-54 years,33782,8
Belize,2011,male,5-14 years,39029,0
Belize,2011,male,55-74 years,11928,1
Belize,2011,male,75+ years,2303,1
Belize,2012,female,15-24 years,34680,2
Belize,2012,female,25-34 years,27291,0
Belize,2012,female,35-54 years,35365,0
Belize,2012,female,5-14 years,38680,0
Belize,2012,female,55-74 years,11573,0
Belize,2012,female,75+ years,2440,0
Belize,2012,male,15-24 years,34413,1
Belize,2012,male,25-34 years,25854,6
Belize,2012,male,35-54 years,34785,6
Belize,2012,male,5-14 years,39194,0
Belize,2012,male,55-74 years,12340,3
Belize,2012,male,75+ years,2331,0
Belize,2013,female,15-24 years,35551,1
Belize,2013,female,25-34 years,28278,0
Belize,2013,female,35-54 years,36553,0
Belize,2013,female,5-14 years,38558,0
Belize,2013,female,55-74 years,12179,0
Belize,2013,female,75+ years,2451,0
Belize,2013,male,15-24 years,35340,4
Belize,2013,male,25-34 years,26847,4
Belize,2013,male,35-54 years,35782,7
Belize,2013,male,5-14 years,39211,0
Belize,2013,male,55-74 years,12803,1
Belize,2013,male,75+ years,2335,0
Belize,2014,female,15-24 years,36364,2
Belize,2014,female,25-34 years,29287,1
Belize,2014,female,35-54 years,37789,1
Belize,2014,female,5-14 years,38337,2
Belize,2014,female,55-74 years,12866,0
Belize,2014,female,75+ years,2447,0
Belize,2014,male,15-24 years,36197,2
Belize,2014,male,25-34 years,27885,7
Belize,2014,male,35-54 years,36808,5
Belize,2014,male,5-14 years,39137,0
Belize,2014,male,55-74 years,13350,4
Belize,2014,male,75+ years,2313,0
Belize,2015,female,15-24 years,37114,1
Belize,2015,female,25-34 years,30312,0
Belize,2015,female,35-54 years,39103,2
Belize,2015,female,5-14 years,38109,0
Belize,2015,female,55-74 years,13642,1
Belize,2015,female,75+ years,2432,0
Belize,2015,male,15-24 years,36971,2
Belize,2015,male,25-34 years,28956,9
Belize,2015,male,35-54 years,37895,4
Belize,2015,male,5-14 years,39041,3
Belize,2015,male,55-74 years,13996,3
Belize,2015,male,75+ years,2264,1
Bermuda,1980,female,15-24 years,4900,0
Bermuda,1980,female,25-34 years,5100,0
Bermuda,1980,female,35-54 years,6700,0
Bermuda,1980,female,5-14 years,4200,0
Bermuda,1980,female,55-74 years,4000,1
Bermuda,1980,female,75+ years,1000,0
Bermuda,1980,male,15-24 years,4600,0
Bermuda,1980,male,25-34 years,5200,1
Bermuda,1980,male,35-54 years,6500,1
Bermuda,1980,male,5-14 years,4400,0
Bermuda,1980,male,55-74 years,3300,0
Bermuda,1980,male,75+ years,500,0
Bermuda,1981,female,15-24 years,4400,0
Bermuda,1981,female,25-34 years,4600,0
Bermuda,1981,female,35-54 years,6300,0
Bermuda,1981,female,5-14 years,3800,0
Bermuda,1981,female,55-74 years,3800,0
Bermuda,1981,female,75+ years,1000,0
Bermuda,1981,male,15-24 years,4200,0
Bermuda,1981,male,25-34 years,4700,0
Bermuda,1981,male,35-54 years,6000,0
Bermuda,1981,male,5-14 years,3900,0
Bermuda,1981,male,55-74 years,3200,0
Bermuda,1981,male,75+ years,500,0
Bermuda,1982,female,15-24 years,4700,0
Bermuda,1982,female,25-34 years,5200,0
Bermuda,1982,female,35-54 years,7000,0
Bermuda,1982,female,5-14 years,4100,0
Bermuda,1982,female,55-74 years,4300,0
Bermuda,1982,female,75+ years,1000,0
Bermuda,1982,male,15-24 years,4600,0
Bermuda,1982,male,25-34 years,5100,0
Bermuda,1982,male,35-54 years,6800,0
Bermuda,1982,male,5-14 years,4300,0
Bermuda,1982,male,55-74 years,3500,0
Bermuda,1982,male,75+ years,700,0
Bermuda,1983,female,15-24 years,4700,0
Bermuda,1983,female,25-34 years,5200,0
Bermuda,1983,female,35-54 years,7000,0
Bermuda,1983,female,5-14 years,4100,0
Bermuda,1983,female,55-74 years,4300,0
Bermuda,1983,female,75+ years,1000,0
Bermuda,1983,male,15-24 years,4600,1
Bermuda,1983,male,25-34 years,5100,1
Bermuda,1983,male,35-54 years,6800,1
Bermuda,1983,male,5-14 years,4300,0
Bermuda,1983,male,55-74 years,3500,0
Bermuda,1983,male,75+ years,700,0
Bermuda,1984,female,15-24 years,,0
Bermuda,1984,female,25-34 years,,0
Bermuda,1984,female,35-54 years,,0
Bermuda,1984,female,5-14 years,,0
Bermuda,1984,female,55-74 years,,0
Bermuda,1984,female,75+ years,,0
Bermuda,1984,male,15-24 years,,0
Bermuda,1984,male,25-34 years,,2
Bermuda,1984,male,35-54 years,,1
Bermuda,1984,male,5-14 years,,0
Bermuda,1984,male,55-74 years,,0
Bermuda,1984,male,75+ years,,0
Bermuda,1985,female,15-24 years,,0
Bermuda,1985,female,25-34 years,,0
Bermuda,1985,female,35-54 years,,1
Bermuda,1985,female,5-14 years,,0
Bermuda,1985,female,55-74 years,,0
Bermuda,1985,female,75+ years,,0
Bermuda,1985,male,15-24 years,,0
Bermuda,1985,male,25-34 years,,0
Bermuda,1985,male,35-54 years,,1
Bermuda,1985,male,5-14 years,,0
Bermuda,1985,male,55-74 years,,0
Bermuda,1985,male,75+ years,,0
Bermuda,1986,female,15-24 years,,0
Bermuda,1986,female,25-34 years,,1
Bermuda,1986,female,35-54 years,,0
Bermuda,1986,female,5-14 years,,0
Bermuda,1986,female,55-74 years,,0
Bermuda,1986,female,75+ years,,0
Bermuda,1986,male,15-24 years,,1
Bermuda,1986,male,25-34 years,,0
Bermuda,1986,male,35-54 years,,1
Bermuda,1986,male,5-14 years,,0
Bermuda,1986,male,55-74 years,,0
Bermuda,1986,male,75+ years,,0
Bermuda,1987,female,15-24 years,,0
Bermuda,1987,female,25-34 years,,1
Bermuda,1987,female,35-54 years,,1
Bermuda,1987,female,5-14 years,,0
Bermuda,1987,female,55-74 years,,0
Bermuda,1987,female,75+ years,,0
Bermuda,1987,male,15-24 years,,0
Bermuda,1987,male,25-34 years,,0
Bermuda,1987,male,35-54 years,,0
Bermuda,1987,male,5-14 years,,0
Bermuda,1987,male,55-74 years,,2
Bermuda,1987,male,75+ years,,0
Bermuda,1988,female,15-24 years,,1
Bermuda,1988,female,25-34 years,,0
Bermuda,1988,female,35-54 years,,0
Bermuda,1988,female,5-14 years,,0
Bermuda,1988,female,55-74 years,,0
Bermuda,1988,female,75+ years,,0
Bermuda,1988,male,15-24 years,,0
Bermuda,1988,male,25-34 years,,0
Bermuda,1988,male,35-54 years,,1
Bermuda,1988,male,5-14 years,,0
Bermuda,1988,male,55-74 years,,1
Bermuda,1988,male,75+ years,,0
Bermuda,1989,female,15-24 years,,0
Bermuda,1989,female,25-34 years,,1
Bermuda,1989,female,35-54 years,,1
Bermuda,1989,female,5-14 years,,0
Bermuda,1989,female,55-74 years,,0
Bermuda,1989,female,75+ years,,1
Bermuda,1989,male,15-24 years,,0
Bermuda,1989,male,25-34 years,,2
Bermuda,1989,male,35-54 years,,2
Bermuda,1989,male,5-14 years,,0
Bermuda,1989,male,55-74 years,,1
Bermuda,1989,male,75+ years,,1
Bermuda,1990,female,15-24 years,,0
Bermuda,1990,female,25-34 years,,0
Bermuda,1990,female,35-54 years,,0
Bermuda,1990,female,5-14 years,,0
Bermuda,1990,female,55-74 years,,0
Bermuda,1990,female,75+ years,,0
Bermuda,1990,male,15-24 years,,0
Bermuda,1990,male,25-34 years,,2
Bermuda,1990,male,35-54 years,,0
Bermuda,1990,male,5-14 years,,0
Bermuda,1990,male,55-74 years,,0
Bermuda,1990,male,75+ years,,0
Bermuda,1991,female,15-24 years,,0
Bermuda,1991,female,25-34 years,,0
Bermuda,1991,female,35-54 years,,0
Bermuda,1991,female,5-14 years,,0
Bermuda,1991,female,55-74 years,,0
Bermuda,1991,female,75+ years,,0
Bermuda,1991,male,15-24 years,,0
Bermuda,1991,male,25-34 years,,0
Bermuda,1991,male,35-54 years,,2
Bermuda,1991,male,5-14 years,,0
Bermuda,1991,male,55-74 years,,0
Bermuda,1991,male,75+ years,,1
Bermuda,1992,female,15-24 years,,0
Bermuda,1992,female,25-34 years,,0
Bermuda,1992,female,35-54 years,,1
Bermuda,1992,female,5-14 years,,0
Bermuda,1992,female,55-74 years,,0
Bermuda,1992,female,75+ years,,0
Bermuda,1992,male,15-24 years,,0
Bermuda,1992,male,25-34 years,,1
Bermuda,1992,male,35-54 years,,3
Bermuda,1992,male,5-14 years,,0
Bermuda,1992,male,55-74 years,,0
Bermuda,1992,male,75+ years,,0
Bermuda,1993,female,15-24 years,,0
Bermuda,1993,female,25-34 years,,0
Bermuda,1993,female,35-54 years,,0
Bermuda,1993,female,5-14 years,,0
Bermuda,1993,female,55-74 years,,0
Bermuda,1993,female,75+ years,,0
Bermuda,1993,male,15-24 years,,0
Bermuda,1993,male,25-34 years,,4
Bermuda,1993,male,35-54 years,,1
Bermuda,1993,male,5-14 years,,0
Bermuda,1993,male,55-74 years,,4
Bermuda,1993,male,75+ years,,0
Bermuda,1994,female,15-24 years,,0
Bermuda,1994,female,25-34 years,,0
Bermuda,1994,female,35-54 years,,0
Bermuda,1994,female,5-14 years,,0
Bermuda,1994,female,55-74 years,,0
Bermuda,1994,female,75+ years,,0
Bermuda,1994,male,15-24 years,,0
Bermuda,1994,male,25-34 years,,0
Bermuda,1994,male,35-54 years,,2
Bermuda,1994,male,5-14 years,,0
Bermuda,1994,male,55-74 years,,0
Bermuda,1994,male,75+ years,,0
Bermuda,1995,female,15-24 years,,0
Bermuda,1995,female,25-34 years,,0
Bermuda,1995,female,35-54 years,,0
Bermuda,1995,female,5-14 years,,0
Bermuda,1995,female,55-74 years,,0
Bermuda,1995,female,75+ years,,0
Bermuda,1995,male,15-24 years,,0
Bermuda,1995,male,25-34 years,,0
Bermuda,1995,male,35-54 years,,0
Bermuda,1995,male,5-14 years,,0
Bermuda,1995,male,55-74 years,,0
Bermuda,1995,male,75+ years,,0
Bermuda,1996,female,15-24 years,,1
Bermuda,1996,female,25-34 years,,1
Bermuda,1996,female,35-54 years,,1
Bermuda,1996,female,5-14 years,,0
Bermuda,1996,female,55-74 years,,0
Bermuda,1996,female,75+ years,,0
Bermuda,1996,male,15-24 years,,0
Bermuda,1996,male,25-34 years,,0
Bermuda,1996,male,35-54 years,,1
Bermuda,1996,male,5-14 years,,0
Bermuda,1996,male,55-74 years,,1
Bermuda,1996,male,75+ years,,0
Bermuda,1997,female,15-24 years,,0
Bermuda,1997,female,25-34 years,,1
Bermuda,1997,female,35-54 years,,0
Bermuda,1997,female,5-14 years,,0
Bermuda,1997,female,55-74 years,,0
Bermuda,1997,female,75+ years,,0
Bermuda,1997,male,15-24 years,,0
Bermuda,1997,male,25-34 years,,0
Bermuda,1997,male,35-54 years,,1
Bermuda,1997,male,5-14 years,,0
Bermuda,1997,male,55-74 years,,1
Bermuda,1997,male,75+ years,,0
Bermuda,1998,female,15-24 years,,0
Bermuda,1998,female,25-34 years,,0
Bermuda,1998,female,35-54 years,,1
Bermuda,1998,female,5-14 years,,0
Bermuda,1998,female,55-74 years,,0
Bermuda,1998,female,75+ years,,0
Bermuda,1998,male,15-24 years,,0
Bermuda,1998,male,25-34 years,,1
Bermuda,1998,male,35-54 years,,2
Bermuda,1998,male,5-14 years,,0
Bermuda,1998,male,55-74 years,,0
Bermuda,1998,male,75+ years,,0
Bermuda,1999,female,15-24 years,,0
Bermuda,1999,female,25-34 years,,0
Bermuda,1999,female,35-54 years,,0
Bermuda,1999,female,5-14 years,,0
Bermuda,1999,female,55-74 years,,0
Bermuda,1999,female,75+ years,,0
Bermuda,1999,male,15-24 years,,0
Bermuda,1999,male,25-34 years,,1
Bermuda,1999,male,35-54 years,,2
Bermuda,1999,male,5-14 years,,0
Bermuda,1999,male,55-74 years,,3
Bermuda,1999,male,75+ years,,0
Bermuda,2000,female,15-24 years,,0
Bermuda,2000,female,25-34 years,,0
Bermuda,2000,female,35-54 years,,0
Bermuda,2000,female,5-14 years,,0
Bermuda,2000,female,55-74 years,,0
Bermuda,2000,female,75+ years,,0
Bermuda,2000,male,15-24 years,,0
Bermuda,2000,male,25-34 years,,1
Bermuda,2000,male,35-54 years,,0
Bermuda,2000,male,5-14 years,,0
Bermuda,2000,male,55-74 years,,0
Bermuda,2000,male,75+ years,,0
Bermuda,2001,female,15-24 years,,0
Bermuda,2001,female,25-34 years,,1
Bermuda,2001,female,35-54 years,,0
Bermuda,2001,female,5-14 years,,0
Bermuda,2001,female,55-74 years,,0
Bermuda,2001,female,75+ years,,0
Bermuda,2001,male,15-24 years,,0
Bermuda,2001,male,25-34 years,,1
Bermuda,2001,male,35-54 years,,0
Bermuda,2001,male,5-14 years,,0
Bermuda,2001,male,55-74 years,,1
Bermuda,2001,male,75+ years,,0
Bermuda,2002,female,15-24 years,,0
Bermuda,2002,female,25-34 years,,1
Bermuda,2002,female,35-54 years,,0
Bermuda,2002,female,5-14 years,,0
Bermuda,2002,female,55-74 years,,0
Bermuda,2002,female,75+ years,,0
Bermuda,2002,male,15-24 years,,0
Bermuda,2002,male,25-34 years,,0
Bermuda,2002,male,35-54 years,,2
Bermuda,2002,male,5-14 years,,0
Bermuda,2002,male,55-74 years,,0
Bermuda,2002,male,75+ years,,0
Bermuda,2003,female,15-24 years,,0
Bermuda,2003,female,25-34 years,,0
Bermuda,2003,female,35-54 years,,0
Bermuda,2003,female,5-14 years,,0
Bermuda,2003,female,55-74 years,,0
Bermuda,2003,female,75+ years,,0
Bermuda,2003,male,15-24 years,,0
Bermuda,2003,male,25-34 years,,0
Bermuda,2003,male,35-54 years,,0
Bermuda,2003,male,5-14 years,,0
Bermuda,2003,male,55-74 years,,0
Bermuda,2003,male,75+ years,,0
Bermuda,2004,female,15-24 years,,0
Bermuda,2004,female,25-34 years,,0
Bermuda,2004,female,35-54 years,,0
Bermuda,2004,female,5-14 years,,0
Bermuda,2004,female,55-74 years,,0
Bermuda,2004,female,75+ years,,0
Bermuda,2004,male,15-24 years,,0
Bermuda,2004,male,25-34 years,,0
Bermuda,2004,male,35-54 years,,0
Bermuda,2004,male,5-14 years,,0
Bermuda,2004,male,55-74 years,,0
Bermuda,2004,male,75+ years,,0
Bermuda,2005,female,15-24 years,,0
Bermuda,2005,female,25-34 years,,0
Bermuda,2005,female,35-54 years,,0
Bermuda,2005,female,5-14 years,,0
Bermuda,2005,female,55-74 years,,0
Bermuda,2005,female,75+ years,,0
Bermuda,2005,male,15-24 years,,0
Bermuda,2005,male,25-34 years,,0
Bermuda,2005,male,35-54 years,,3
Bermuda,2005,male,5-14 years,,0
Bermuda,2005,male,55-74 years,,0
Bermuda,2005,male,75+ years,,0
Bermuda,2006,female,15-24 years,,0
Bermuda,2006,female,25-34 years,,0
Bermuda,2006,female,35-54 years,,0
Bermuda,2006,female,5-14 years,,0
Bermuda,2006,female,55-74 years,,0
Bermuda,2006,female,75+ years,,0
Bermuda,2006,male,15-24 years,,0
Bermuda,2006,male,25-34 years,,0
Bermuda,2006,male,35-54 years,,0
Bermuda,2006,male,5-14 years,,0
Bermuda,2006,male,55-74 years,,1
Bermuda,2006,male,75+ years,,0
Bermuda,2007,female,15-24 years,,0
Bermuda,2007,female,25-34 years,,0
Bermuda,2007,female,35-54 years,,0
Bermuda,2007,female,5-14 years,,0
Bermuda,2007,female,55-74 years,,0
Bermuda,2007,female,75+ years,,1
Bermuda,2007,male,15-24 years,,0
Bermuda,2007,male,25-34 years,,0
Bermuda,2007,male,35-54 years,,0
Bermuda,2007,male,5-14 years,,0
Bermuda,2007,male,55-74 years,,0
Bermuda,2007,male,75+ years,,0
Bermuda,2008,female,15-24 years,,0
Bermuda,2008,female,25-34 years,,0
Bermuda,2008,female,35-54 years,,0
Bermuda,2008,female,5-14 years,,0
Bermuda,2008,female,55-74 years,,0
Bermuda,2008,female,75+ years,,0
Bermuda,2008,male,15-24 years,,0
Bermuda,2008,male,25-34 years,,0
Bermuda,2008,male,35-54 years,,1
Bermuda,2008,male,5-14 years,,0
Bermuda,2008,male,55-74 years,,0
Bermuda,2008,male,75+ years,,0
Bermuda,2009,female,15-24 years,,0
Bermuda,2009,female,25-34 years,,0
Bermuda,2009,female,35-54 years,,0
Bermuda,2009,female,5-14 years,,0
Bermuda,2009,female,55-74 years,,0
Bermuda,2009,female,75+ years,,0
Bermuda,2009,male,15-24 years,,0
Bermuda,2009,male,25-34 years,,1
Bermuda,2009,male,35-54 years,,1
Bermuda,2009,male,5-14 years,,0
Bermuda,2009,male,55-74 years,,1
Bermuda,2009,male,75+ years,,0
Bermuda,2010,female,15-24 years,,0
Bermuda,2010,female,25-34 years,,0
Bermuda,2010,female,35-54 years,,0
Bermuda,2010,female,5-14 years,,0
Bermuda,2010,female,55-74 years,,0
Bermuda,2010,female,75+ years,,0
Bermuda,2010,male,15-24 years,,0
Bermuda,2010,male,25-34 years,,0
Bermuda,2010,male,35-54 years,,2
Bermuda,2010,male,5-14 years,,0
Bermuda,2010,male,55-74 years,,1
Bermuda,2010,male,75+ years,,0
Bermuda,2011,female,15-24 years,,0
Bermuda,2011,female,25-34 years,,0
Bermuda,2011,female,35-54 years,,0
Bermuda,2011,female,5-14 years,,0
Bermuda,2011,female,55-74 years,,0
Bermuda,2011,female,75+ years,,0
Bermuda,2011,male,15-24 years,,0
Bermuda,2011,male,25-34 years,,0
Bermuda,2011,male,35-54 years,,0
Bermuda,2011,male,5-14 years,,0
Bermuda,2011,male,55-74 years,,0
Bermuda,2011,male,75+ years,,0
Bermuda,2012,female,15-24 years,,0
Bermuda,2012,female,25-34 years,,0
Bermuda,2012,female,35-54 years,,1
Bermuda,2012,female,5-14 years,,0
Bermuda,2012,female,55-74 years,,0
Bermuda,2012,female,75+ years,,0
Bermuda,2012,male,15-24 years,,1
Bermuda,2012,male,25-34 years,,0
Bermuda,2012,male,35-54 years,,0
Bermuda,2012,male,5-14 years,,0
Bermuda,2012,male,55-74 years,,0
Bermuda,2012,male,75+ years,,0
Bermuda,2013,female,15-24 years,,0
Bermuda,2013,female,25-34 years,,0
Bermuda,2013,female,35-54 years,,0
Bermuda,2013,female,5-14 years,,0
Bermuda,2013,female,55-74 years,,0
Bermuda,2013,female,75+ years,,0
Bermuda,2013,male,15-24 years,,0
Bermuda,2013,male,25-34 years,,0
Bermuda,2013,male,35-54 years,,0
Bermuda,2013,male,5-14 years,,0
Bermuda,2013,male,55-74 years,,0
Bermuda,2013,male,75+ years,,0
Bermuda,2014,female,15-24 years,,0
Bermuda,2014,female,25-34 years,,0
Bermuda,2014,female,35-54 years,,0
Bermuda,2014,female,5-14 years,,0
Bermuda,2014,female,55-74 years,,0
Bermuda,2014,female,75+ years,,0
